,user_name,user_location,date,text,rating
193,o trouxa do ano,"Campinas, Brasil",2022-09-25 17:21:31+00:00,"Eu só vou no Tusca, por causa da @luisasonza, gostaria de saber qual localização do penhasco da música.",
194,guilli | HotD | Midnights,"São Carlos, Brasil",2022-09-25 17:04:16+00:00,"O drama, vou em outubro no meio de novembro volto pra cá pro tusca e em dezembro volto de vez, falando assim até parece que vou ficar meses e até anos longe deles",
195,jaque,"Marília, Brasil",2022-09-25 16:31:18+00:00,@julpdss tem tusca tb,
196,trem a toa,,2022-09-26 22:25:37+00:00,"Cada fim de semana que eu dou rolê, eu fico uns três dias me questionando como eu aguentava 4 dias de tusca? como vou aguentar 5 dias de UP esse ano?",
197,Luciano Falcioni 🦄,,2022-09-25 16:31:09+00:00,RT @gabcarvaalho: 🗣🗣 VENDO TUSCA TERCEIRO LOTE ESTUDANTE,
198,Bio²,"Botucatu, Brasil",2022-09-25 16:27:25+00:00,"Tusca: 75 atrações 
Inter: Menos é mais",
199,rebeca,udão,2022-09-25 16:12:18+00:00,pelo amor de deeeeus alguém que vai no tusca pra trazer esse bucket pra mim aaaaaaaaa PERFEITO,
200,Gabriela,São José dos Campos,2022-09-25 15:44:42+00:00,🗣🗣 VENDO TUSCA TERCEIRO LOTE ESTUDANTE,
201,Bi,,2022-09-25 15:39:22+00:00,Djonga pq vc fez isso cmg agora eu quero ir no tusca pq capaz q tu não volte mais pra essa cidade minúscula,
202,beretta 🎗,americana - sp,2022-09-25 15:29:06+00:00,RT @BotTusca: Faltam 48 dias para o início do TUSCA,
203,Bot TUSCA 2022,Arena Tusca,2022-09-25 15:01:31+00:00,Faltam 48 dias para o início do TUSCA,
204,andisu,"São Paulo, Brasil",2022-09-25 14:39:46+00:00,"definitivamente nao aguento mais 2 dias seguidos de role

como vou aguentar o tusca? só deus sabe",
205,Henrique,"Limeira, Brasil",2022-09-25 14:38:54+00:00,"Tusca, eu te desejo e eu te quero",
206,Thales,,2022-09-25 14:36:22+00:00,"Sambaxis tusca, colete preto e juju 🤑 https://t.co/cbV0BhcPju",
207,Arthur  ❁,,2022-09-25 14:08:13+00:00,"alo afef cade nosso kit tusca 

vamo solta pro povo",
208,Líving,"Barra Bonita, Brasil",2022-09-25 13:20:24+00:00,E o kit tusca da química tá tão 🥹🤏🏻,
209,winx,,2022-09-25 11:51:59+00:00,compraria facilmente o kit tusca da química se eu tivesse dinheiro lindo dms slc,
210,mari,,2022-09-25 11:45:34+00:00,com sabores de tusca chego logo novembro por favor,
211,Cher (ou Luísa),"Rio Claro, Brasil",2022-09-25 11:36:51+00:00,caraio vai ter pitty no tusca,
212,Ambrósio,"Limeira, Brasil",2022-09-25 11:28:36+00:00,@isabellytesta Dps do tusca tá liberado,
213,telles,,2022-09-25 01:35:41+00:00,@xonitest Tusca faliu???,
214,telles,,2022-09-25 01:10:10+00:00,Já me conformei q vou ter q ir no tusca,
215,Furlanetto014,,2022-09-25 00:32:54+00:00,Será q compro o tusca no cartão da mamis escondido 🤨,
216,Skolbrites,"Campo Grande, Brasil",2022-09-25 00:30:28+00:00,VENDO INGRESSO ESTUDANTE TUSCA,
217,gostosa e incoerente,,2022-09-25 00:25:10+00:00,só vou no tusca ver a Ludmilla amor da minha vida se ela n cantar numanice eu morro,
218,isadora,"Campo Grande, Brasil",2022-09-24 23:26:10+00:00,Vendo ingresso do tusca,
219,1️⃣3️⃣,,2022-09-25 20:42:16+00:00,o dedo coçando pra ir no tusca mas o coração se prendendo ao inter,
220,twiiitter,crazy if end sp,2022-09-24 20:58:36+00:00,"nossa, o tusca ta mt perto........ preciso comprar",
221,gv,"Taubaté, Brasil",2022-09-24 20:08:06+00:00,@tonet_fernando oiii to vendendo o pacote tusca eatudante lotes anteriores,
222,Juupi,,2022-09-24 20:04:22+00:00,"O mês de outubro eu to off, menos o primeiro final de semana que é aniversário do meu amigo Luccccaa, depois disso pf me esqueçam até o dia que eu for viajar pro TUSCA",
223,mah - lyra,,2022-09-24 19:57:15+00:00,kkkkkkkkkkkkkkcomo q eu vo falar pra minha mãe q eu quero ir no tusca com esse valor,
224,ju,"São Carlos, Brasil",2022-09-24 18:17:25+00:00,@rafaleaaaa @RaphaRossi1 em época de tusca e vc fala isso??????????,
225,Vitinho da Vila,Na Onde o Vento faz a Curva,2022-09-24 17:08:58+00:00,Eu só queria ir no Tusca 😫,
226,Lorençato,"São Carlos, Brasil",2022-09-24 16:11:44+00:00,"Só mais 2 dias de forms galera, garanta ja seu neyney pra curtir o tusca no estilo https://t.co/gqUYevCCWZ",
227,yas ⓟ,"São Carlos, Brasil",2022-09-24 16:04:43+00:00,Não solta nunca ingresso avulso do tusca pra comprar,
228,let me,??perdida¿¿,2022-09-24 15:34:47+00:00,Queria mesmo ver parangole ou leo santana no tusca,
229,Pedro,,2022-09-24 15:12:02+00:00,@DudaRuizz vem tusca,
230,gasosa 2️⃣1️⃣,"Sorocaba, Brasil",2022-09-24 15:05:59+00:00,nem vou no tusca mas e se eu comprasse o colete tusca do caeps…,
231,Bot TUSCA 2022,Arena Tusca,2022-09-24 15:01:22+00:00,Faltam 49 dias para o início do TUSCA,
232,pedro santiago,na merda,2022-09-24 11:05:50+00:00,"matheus amou conhecer todos
agora ele irá mimir até o tusca",
233,vinicius #LULA,"Bragança Paulista, Brasil",2022-09-24 10:07:53+00:00,"porra não vai ter como eu não ir na tusca, bloquim eu compro no décimo terceiro",
234,Furlanetto014,,2022-09-24 04:58:25+00:00,"HJ recebi um convite de casamento, q cai no msm dia do tusca é de fuder me ajuda ai deus",
235,egirl do campo,city of stars,2022-09-24 03:56:41+00:00,@MahBressan1 calma marina ainda tem o tusca,
236,igão,"São Carlos, Brasil",2022-09-24 02:55:45+00:00,um show q eu n fazia questão de ir no tusca... agora que eu n vou mesmo https://t.co/yy42lvYz1O,
237,Gui, ,2022-09-24 02:30:33+00:00,@piroaninha bora de tusca cunha kkkkk,
238,mare 🌊,,2022-09-24 01:44:47+00:00,@gabsfil @BrunoSid criando a vaquinha online: faça o coci ir pro tusca,
239,gulinho,,2022-09-24 01:16:26+00:00,EU ACABEI DE COMPRAR A TUSCA E EU NEM TENHO DINHEIRO 🙃🙃,
240,j u l i a,11:11,2022-09-24 01:11:25+00:00,Preparando o bolso pra facada que vai ser esses ingressos avulsos do tusca,
241,Pérola,ela/dela,2022-09-24 01:00:41+00:00,Vo fazer isso com a minha irma ( a emergencia vai ser pagar o tusca https://t.co/LyeBrK8NLP,
242,Duarte,,2022-09-24 00:51:09+00:00,"Comprei o kit pride do tusca, simplesmente LINDO!",
243,iza (tchay),"Limeira, Brasil",2022-09-24 00:50:23+00:00,RT @BotTusca: Faltam 50 dias para o início do TUSCA! 🎊,
244,Luísa com S 🌾,"Campinas, Brasil",2022-09-24 00:43:43+00:00,Tem as cenas que certeza que foram gravadas no tusca https://t.co/SFqGMoRUBz,
245,Bi,,2022-09-24 00:34:20+00:00,"Falei no grupo q tô vendendo meu pacote tusca e tá disputado, vou fazer um 'quem da mais""",
246,fini,,2022-09-24 00:16:33+00:00,@thgorig vai umA tusca aí thigas?,
247,Gi,"São Paulo, Brasil",2022-09-24 00:15:31+00:00,Quase gritei com o preço dos ingressos do Tusca,
248,Safa 강튼튼 👷🏼 MAGICMAN addicted,outa this world,2022-09-23 23:56:57+00:00,"@viniimato owww, é sériooooo! Vem treinar com o polo!!! tudo que a gnt precisa, vc tem nas pernas!!! por favorrrrrrrrrrrrrrrrrr!!! eu tô inscrita pra tusca! Sim, isso nem é mentira!",
249,thg,017,2022-09-23 23:27:24+00:00,@Vagabugo KKKKKKKKKKKK toda vez q lembro eu começo a rachar dA tusca,
250,fini,,2022-09-23 23:26:09+00:00,@thgorig nossa…. fui olhar e eh a tusca msm kkkkkkkkkkkkkkkkkkkkkkk achei cringe,
251,thg,017,2022-09-23 23:24:58+00:00,@Vagabugo É a tusca né hunguinho KKKKKKKKKKKKKKKKKKKKKKKK,
252,thg,017,2022-09-23 23:16:19+00:00,"@fuckstrm KKKKKKKKKKKKK dps desse dA tusca, N U N C A",
253,McMeone,,2022-09-23 23:06:33+00:00,Eu só queria uma amizade sincera pra meter o louco e brotar na Tusca cmg,
254,Bruno Ícaro,"Bragança Paulista, Brasil",2022-09-23 22:54:34+00:00,Vou matar a maria helena fia da puta fica mandando coisa do tusca pra mim lazarenta,
255,xovanna,"São Paulo, São Paulo",2022-09-23 22:45:33+00:00,mano do céu eu to muito feliz nunca fui num tusca a expectativa ta lá encimaço 26 vem como,
256,vini,,2022-09-23 22:22:18+00:00,Faltam 50 dias pro Tusca AAAAAA eu nunca fui triste 🥳🥳🥳,
257,Acre,"São Carlos, Brasil",2022-09-23 21:59:24+00:00,Eis que ainda nn tem nem mc naninha nem mc carol confirmada na ies ou no tusca,
258,thg,017,2022-09-23 21:34:41+00:00,Descobri agora que não é O tusca e sim A tusca KKKKKKKKKKKKK cada dia pior,
259,Lucas Fazardo,"Florianópolis, Brasil",2022-09-23 21:16:05+00:00,Todo fodido em 2016 mas com saudade da tusca https://t.co/EFnvw95f79,
260,vinicius #LULA,"Bragança Paulista, Brasil",2022-09-23 20:34:44+00:00,Vendendo Tusca pra comprar Bloquim interessados DM,
261,iara sim a sereia 13⭐️,"Piraju, Brasil",2022-09-23 20:11:20+00:00,"@cagueipratufeto Óbvio, tusca tá logo aí",
262,Nani🥞,Hogwarts,2022-09-23 18:56:25+00:00,@juliastaine Quase ganhei um tusca,
263,Ronny,,2022-09-23 18:22:42+00:00,RT @BotTusca: Faltam 50 dias para o início do TUSCA! 🎊,
264,ju,"São Carlos, Brasil",2022-09-23 18:10:12+00:00,@Lariiral_ kkkkkkkkkkkkkkkk GANHOU UM TUSCA UM BUCKET E MAIS 15 REAIS,
265,drezin,,2022-09-23 17:47:09+00:00,Meu almoço no Tusca https://t.co/AuLa1drcvN,
266,mateus,"Mato Grosso do Sul, Brasil",2022-09-23 16:47:05+00:00,jojuco é o caralho vou pro tusca,
267,giov tifosi,gemini,2022-09-23 15:28:01+00:00,a luiza me fez perceber q eu prefiro morre do que gastar meu dinheiro pra ir no TUSCA,
268,Bot TUSCA 2022,Arena Tusca,2022-09-23 15:01:28+00:00,Faltam 50 dias para o início do TUSCA! 🎊,
269,Procuradora municipal de Ratanabá,,2022-09-23 14:59:46+00:00,Comprei mais um oculos espelhado pra ir pro TUSCA!,
270,júlia,,2022-09-23 14:49:52+00:00,sonhei que tava no tusca aiai q demora p liberar os avulsos 😭😭😭,
271,thayná,,2022-09-23 14:21:33+00:00,@chuvisco8 isso que é foda. tusca 2023??,
272,mvl,,2022-09-23 14:11:10+00:00,"E sobre isso, no dia do tusca eu fingir que não faço odonto e ainda ganhar uma bata e uma caneca da sua irmã !!! https://t.co/jlhiPhf7HE",
273,gabiloló,,2022-09-23 14:09:13+00:00,"Tusca: Denis DJ, Ludmila, GG, turma do pagode, Djonga...

Supercopa: DJ V1ck, BIN, vou zuar, FP, Gabriel do Borel 

Eu não aguento mais ser humilhado por paulista",
274,alaninha,,2022-09-23 13:40:25+00:00,"Ansiosa p cantar ludmilla no tusca
""Ela não, ela não, ela nunca vai ser eu. Ela não tem meu cheiro, ela não tem meu toque, ela não para tudo, ela não causa Ibope""",
275,Эмо Готика,"São Carlos, Brasil",2022-09-23 13:29:21+00:00,Vem TUSCA https://t.co/cpS5h1lQ12,
276,Th,019,2022-09-23 13:19:40+00:00,se não fosse o tusca já tinha pedido demissão,
277,black jack,"Carolina do Norte, USA",2022-09-23 12:04:02+00:00,LIU OU TUSCA ?,
278,sugar honey ice & tea,"Campinas, Brasil",2022-09-23 11:25:47+00:00,"@dudaperes1607 Eu pensando no TUSCA, sei nem se vou dormir os 4 dias UAHSUHSUASHUH",
279,𝑙𝑢𝑑,jacarei | são carlos,2022-09-23 11:16:50+00:00,talvez o projeto tusca esteja atrasado mas ainda aconteça,
280,annnnnnnnna,taylor’s version,2022-09-23 03:33:42+00:00,e se eu compra o tusca,
281,Pocah disposição,,2022-09-23 03:10:26+00:00,eu nao posso ser da atlética pq eu sou maria fifi e MORRO de vontade de contar td de novidade do tusca e vou querer tirar foto do palco qnd eu visitar ele sendo construído,
282,tritri é Lula,São Paulo,2022-09-23 03:02:35+00:00,"@pedro_sacardo Tusca rainha, inter nadinha",
283,xovanna,"São Paulo, São Paulo",2022-09-23 02:59:34+00:00,"O Tusca é no meu aniversário 

Mas ta tão caro e a logística de ir, dormir e voltar de são carlos parece ser tão difícil ai ai ai 

mas é no meu aniversário 🥺🥺🥺",
284,Luquinha,"Jaú, Brasil",2022-09-23 02:35:50+00:00,@Pee_Goncalves Moio Tusca kkkkkk,
285,ps,Neverland,2022-09-23 02:18:16+00:00,Procuro amigos pra ir pro tusca comigo 🥹 https://t.co/RJ2XjCF0Xd,
286,Ale Vasques,,2022-09-23 02:10:12+00:00,RT @_bianquinh: alguem me vende o tusca por 3 reais pf,
287,miss quece,,2022-09-23 02:09:55+00:00,alguem me vende o tusca por 3 reais pf,
288,amanda,,2022-09-23 01:58:38+00:00,vamo passa mt bem o tusca graças a deus https://t.co/Askzni3DEM,
289,bia xanxes,,2022-09-23 01:56:04+00:00,vazou nosso hotel do tusca @amandagonzalex @_Vitasso @vinipicone @raphaferreirap https://t.co/6sHpzK4qFC,
290,rafaela,"Guarulhos, Brasil",2022-09-23 01:48:01+00:00,"2 dias de conecta imobi me destruíram mais que 3 dias de tusca, como pode uma coisa dessas",
291,Faouzia's little bitch,ele/dele seke,2022-09-23 01:39:49+00:00,"Não vou tankar a exxxpurgo pós tusca não, será que eu ainda vou conseguir ir nesse rolê antes de me formar?",
292,o united estragou meu dia?,,2022-09-23 01:29:41+00:00,"@pedra_d_jade Fii, no tusca 18 o sorvete de corote no café da manhã fazia meu dia",
293,Fernando,,2022-09-23 01:27:29+00:00,Compro 3 ingressos tusca lotes anteriores,
294,filósofo de bar,,2022-09-23 01:12:43+00:00,@__ChaMath o tusca vai ser do caralho.,
295,arthur,,2022-09-23 00:34:10+00:00,@Lucasgb29 @be1568 Mas pergunta onde vai se o tusca e de fude ksejjeksksksksks,
296,filósofo de bar,,2022-09-23 00:33:23+00:00,@__ChaMath cheirin de terceiro dia do tusca,
297,Bananight Bot 🍌,São Carlos,2022-09-23 00:30:11+00:00,"RT @Lariiral_: Tudo começou com um cara querendo comprar meu ingresso do bananight 

Ele errou o próprio nome 
Transferi meu bucket do tusc…",
298,sabrinao,,2022-09-23 00:20:00+00:00,"pensamento seriamente em vender o tusca :,)",
299,giulia,,2022-09-23 00:12:03+00:00,RT @thatatuskera: o tanto que eu to feliz que a giu vem no tusca 👉👈,
300,arthur,,2022-09-23 00:10:57+00:00,@Lucasgb29 @fettzin Pergunta onde vai se o tusca e de fude ksjejwksksksksksksks,
301,Travesseiro 🌱,,2022-09-22 23:57:11+00:00,"1 ofio q pintei esse cabelo no sábado e já tá laranja , verde , azul vou me m*
Será q Pinto com tinta mesmo vermelha , pro tusca?",
302,thata,"São Carlos, Brasil",2022-09-22 23:50:11+00:00,o tanto que eu to feliz que a giu vem no tusca 👉👈,
303,egirl do campo,city of stars,2022-09-22 23:45:39+00:00,só queria festinha universitária de quinta perdeu logo o tusca de 4 dias https://t.co/b12H9Oof2A,
304,ironicazinha,,2022-09-22 23:15:07+00:00,@gama_adelson Vai ser padrão tusca de qualidade,
305,bells,berlandia,2022-09-22 22:38:35+00:00,o que eu to animada p esse tusca é brincadeira,
306,fã clube yesus west,@tio_darth_vader,2022-09-22 22:22:03+00:00,"@jennyzambianco Amiga tem que tirar o dragão pra não confundir né imagina se alguém lá da UFRGS chega no tusca vê nosso colete e pensa ""nossa como este dragão é parecido com o da edif** da universidade federal de são carlos 😀""",
307,Nani🥞,Hogwarts,2022-09-22 22:03:19+00:00,"Tudo começou com um cara querendo comprar meu ingresso do bananight 

Ele errou o próprio nome 
Transferi meu bucket do tusca pra ele sem querer 
Ele foi me devolver o bucket e transferiu o tusca dele sem querer 

E o bananight??? Não consegui transferir, foi por print mesmo https://t.co/kQI3MjMV2d",
308,𝓋𝒾𝓉𝒾𝓃𝒽𝒶,,2022-09-22 21:59:20+00:00,pago 10 conto de comissão pra quem vender meu tusca VALENDO,
309,loira educa,"Ouroeste, Brasil",2022-09-22 21:21:54+00:00,o faisting tá jurando que vai só 1 dia no tusca🤭 alguém avisa ele que quem manda sou eu e ele só obedece,
310,Dani 🇾🇪,"São Paulo, Brasil",2022-09-22 21:12:58+00:00,"Tava vendo o post de um amigo meu do Tusca, nossa ele completou 2 anos de namoro com a menina q gemia dormindo no aloja hahaha",
311,Bru,"Campinas, Brasil",2022-09-22 21:08:03+00:00,Minha casa passou de 1/7 p ir p tusca p 4/7 em dois dias,
312,Camis,,2022-09-22 20:43:18+00:00,"@euamocantinho Simmm, e quase o dobro do busão do tusca",
313,cacau,flicker track 8,2022-09-22 20:17:34+00:00,nível de ansiedade pro tusca: ouvindo banho de chuva ansiosa pra tomar banho de bebida de procedência duvidosa,
314,Testemunha de crossfit,"São Carlos, Brasil",2022-09-22 20:00:19+00:00,"Meus look do TUSCA 2022 todos comprados!

Colete Química e samba 
Colete Tusca pride e todos acessórios e vamos TUSCAR!",
315,trem a toa,,2022-09-22 19:50:58+00:00,RT @BotTusca: Faltam 51 dias para o início do TUSCA,
316,badu,,2022-09-22 19:31:01+00:00,o tusca vai me tirar 1000 reais fácil,
317,dona álvara presidenta do jambalaya ocean drive,"Indaiatuba, Brasil",2022-09-22 19:29:24+00:00,@alveskauanee vendeu mais que o tusca,
318,Larissinhaᶜᵉᶜ 🦊💙,,2022-09-22 18:49:47+00:00,Ss ele colocou ele colocou prova para um dia depois do inter/tusca KKKKKKKKKKKKK,
319,isa barros,,2022-09-22 17:24:56+00:00,@caahruana no tusca em novembro migaaa,
320,leo_napolis,,2022-09-22 17:06:26+00:00,Transporte do Caipi o dobro do preço pro Tusca atlética surtou,
321,Bolis,Sao Carlos,2022-09-22 16:37:38+00:00,RT @BotTusca: Faltam 51 dias para o início do TUSCA,
322,gabi,"Minas Gerais, Brasil ",2022-09-22 16:06:39+00:00,reclamando da liu tusca e ju ser no mesmo dia como se eu fosse em alguém KKKqodio,
323,Maíra Castro Garbeloto,,2022-09-22 15:55:58+00:00,@sofiagarbeloto Vai p tusca,
324,Peppa,,2022-09-22 15:53:28+00:00,"@LuiscarPerez @fettzin vou no tusca com o dinheiro do pan, obg bob esponja",
325,milenoca,Curitiba,2022-09-23 02:54:49+00:00,Queria muito ir no tusca 😭,
326,daniel fett,,2022-09-22 15:52:05+00:00,papo reto alguem vai no tusca pf 😭😭😭😭,
327,É o little water,,2022-09-22 15:43:17+00:00,"Se o tusquinha foi assim, oq nos espera o tusca",
328,〰️,,2022-09-22 15:26:09+00:00,que demora p tusca liberar as vendas dos ingressos avulsos,
329,Alicia Garcia,"Dourados, Brasil",2022-09-22 15:09:08+00:00,e se eu mudasse de ideia e fosse no tusca… (figurinha do cara pensativo análise,
330,Bot TUSCA 2022,Arena Tusca,2022-09-22 15:01:38+00:00,Faltam 51 dias para o início do TUSCA,
331,nanda,"Osasco, Brasil",2022-09-22 14:43:57+00:00,"Comprei um bucket do tusca, bom dia a todos 😀😀😀",
332,𝖌𝖚𝖎 #13,,2022-09-22 14:18:00+00:00,"@liaclarkoficial o clipe de PQP! impecável mami, a referência ao papi Lula tudoooooo. tô com o Lia (pt. 1) na ponta da língua pro Tusca viu???? 🤩",
333,Michele,"São Paulo, Brasil",2022-09-22 13:24:33+00:00,"Toda hora sendo impactada com algo do Tusca... Deus, eu já tenho viagem pré agendada pra esse fds",
334,Mello 🇯🇲👑,,2022-09-22 08:34:43+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
335,michel,"São Paulo, Brasil",2022-09-22 03:18:32+00:00,vou pro tusca,
336,Overly Idealistic,"Barueri, Brasil",2022-09-22 02:02:00+00:00,"e se eu fosse pra tusca? será q ainda tenho essa energia?
não",
337,Clive Bixby,Construindo o Mundo Novo,2022-09-22 01:45:37+00:00,"Meu cabelo está ficando grande num nível que acho que logo menos vai parar de combinar comigo
Dito isso, devo 
a) Só cortar o cabelo
b) Pintar as pontas de amarelo perto do TUSCA e depois do TUSCA cortar as pontas fora",
338,mari,,2022-09-22 01:05:05+00:00,eu juro que vou tocar com a bateria em todos os jogos que eu puder no tusca ESTAREI MORTA mas vo tá lá marcando ponto,
339,Mineira rabugenta,"Campinas, Brasil",2022-09-22 01:04:47+00:00,@maaamanoel Tusca**** corretor fdp,
340,mateus moreira,,2022-09-22 00:53:00+00:00,alguém de são josé que vá pro tusca pra me tirar uma dúvida 🤨,
341,Anna Julia,"Botucatu, Brasil",2022-09-22 00:42:56+00:00,"Pqqqq fazer jurídicos e tusca no mesmo dia, que ódio",
342,CarLaLa,Terra do Sono,2022-09-22 00:28:41+00:00,bateu uma tristeza aqui pois a final do Major Rio será no mesmo fim de semana da Tusca....,
343,Ana,,2022-09-22 00:28:41+00:00,Falta muito pro tusca?,
344,faber | agab,"Limeira, Brasil",2022-09-22 00:24:28+00:00,"Vendo tusca e bloquim no pix sem taxa

🔥🔥🔥",
345,élief,"Patos de Minas, Brasil",2022-09-22 00:16:05+00:00,so queria arrumar um jeito de ir pro tusca saindo de uberlandia ou uberaba 🥺,
346,Maria Cecília,,2022-09-21 23:38:41+00:00,Gente vende ingresso pro tusca um dia só? Pelo amor de Deus tem gente chorando,
347,ba (esmê),,2022-09-21 23:34:55+00:00,nmrl que marcar o tusca e os jurídicos no mesmo feriado foi uma sacanagem absurda,
348,Mariana Keiko,"São Paulo, Brasil",2022-09-21 23:22:56+00:00,"O tanto que me arrependi de não ter ido ver glória e Pitty semana passada não tá escrito, mas pelo menos decidi que prefiro ver um showzinho só delas do que ir no tusca//estou falida",
349,sofia,,2022-09-21 23:08:27+00:00,esqueça tudo! mais fácil comprar o fds do tusca,
350,amé Ⓜ️,"Leme, SP",2022-09-21 22:58:49+00:00,acho que vou no tusca,
351,ℝ𝕖𝕟𝕒𝕛𝕒,,2022-09-21 22:53:01+00:00,Rick disse que eu posso ficar na casa dele. O Tusca é mais real que nunca,
352,vinicu,,2022-09-21 22:48:41+00:00,"Se tudo der certo, TUSCA eu ganho três medalha, rugby, atletismo e polo aquático

Eu tô malucoo",
353,md,,2022-09-21 22:40:40+00:00,"eu quero: jia, luan city festival, tusca... mas a minha conta bancária não é a da virginia e eu sou mimada td q eu quero eu tenho q fazer SIM socorro",
354,yara,Tô aqui ☔,2022-09-21 22:32:05+00:00,achei mt lindinho o kit tusca da lic,
355,Karen 🌸,,2022-09-21 22:16:55+00:00,"RT @felixvm_: na real msm, queria ir p tusca",
356,edy 🚩1️⃣3️⃣,"Indaiatuba, Brasil",2022-09-21 21:56:31+00:00,"@chernichencoca @xuaovitao VEM CÁ, BORA DE TUSCA",
357,ʟᴀᴜ,,2022-09-21 21:56:09+00:00,tusca ta o preço do lollapallooza maluco,
358,foFlora,,2022-09-21 21:52:08+00:00,O tusca vai ter que me aceitar de vermelho e azul,
359,Norte_S,,2022-09-21 21:49:51+00:00,"ceci me animou pro tusca e sei nem se vamo achar esse ingresso 🤕🤕🤕 
quem vamo?",
360,℣ℯℯ ㋡,019,2022-09-21 21:30:59+00:00,@pietratrrgg Amg se eu faturar o tanto q eu pretendo eu vou pra Bali isso sim… mane tusca,
361,pi,"São Carlos, Brasil",2022-09-21 21:30:10+00:00,@VitDiotto kkkkkkkkkkkkkkkk e vamos de tusca,
362,Mika 🍩,,2022-09-21 21:28:08+00:00,"na real msm, queria ir p tusca",
363,Rafa Gomes,,2022-09-21 21:09:57+00:00,Tusca poderia divulgar o valor dos dias separadinho pra eu saber logo quanto será a facada,
364,ℝ𝕖𝕟𝕒𝕛𝕒,,2022-09-21 21:03:11+00:00,quero tanto comprar o Tusca 🥹,
365,.dora.,,2022-09-22 13:29:27+00:00,o tusca daqui a pouco: https://t.co/0dW6QK8gf0,
366,eduarda,,2022-09-21 23:40:54+00:00,tinha q ser os jacu do direito pra marcar os jogos no mesmo dia que o tusca quem vai nisso,
367,edy,"Indaiatuba, Brasil",2022-09-21 21:56:31+00:00,"@chernichencoca @xuaovitao VEM CÁ, BORA DE TUSCA",
368,sugar honey ice & tea,"Campinas, Brasil",2022-09-21 20:50:40+00:00,O negócio é emagrecer pro TUSCA,
369,P.,,2022-09-21 20:15:26+00:00,"@TiagoMatheu Nossa, eu to vivendo só pelo tusca esse semestre, as atrações estão o auge",
370,Mari?,"Itirapina, Brasil",2022-09-21 19:53:41+00:00,"Nem fodendo que vai ter PITTY no TUSCA, vou me matar e ir estando em outro plano.",
371,pompeu,"São Carlos, Brasil",2022-09-21 19:19:53+00:00,@rafafel_ Caetano no Tusca? Quando? Vou.,
372,Aleh 🇯🇲,"Rio Grande do Sul, Brasil",2022-09-21 19:15:42+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
373,𝑙𝑢𝑑,jacarei | são carlos,2022-09-21 18:53:19+00:00,toda vez que eu entro por algum motivo no byma e vejo o ingresso do tusca meu dia melhora,
374,globinho☀️🌎,petrocity,2022-09-21 18:23:57+00:00,Lula quer um tusca https://t.co/JpfbzXCek2,
375,Duarte,,2022-09-21 17:58:22+00:00,Eu fazendo a cabeça do Neville pra ir no Tusca 🫡,
376,Léo,"São Paulo, Brasil",2022-09-21 17:40:58+00:00,@caosdalau hahahaha mas to 100% vivo pra roles universitarios e vem tusca,
377,Crack Kent,,2022-09-21 17:36:02+00:00,Finalmente comprei o tusca,
378,jvp,016,2022-09-21 17:19:05+00:00,"@kalney_lopes Então ney, o cara não tá ligado na minha carreira vitoriosa na europa, nunca jogou uma bebida pro alto no tusca kkkkkkkk",
379,Ewerton🇯🇲,"Duque de Caxias, RJ",2022-09-21 17:18:46+00:00,"@tuscaoficial @Ludmilla Seria meu sonho, Tusca me convida aí 🥺",
380,gi trist,,2022-09-21 17:17:23+00:00,comprem meu pacote tusca pelo amor me ajuda,
381,nanda,"Osasco, Brasil",2022-09-21 17:10:08+00:00,Bom dos jurídicos ser em Araraquara pq é pertinho para os meus amigos virem ver a Lud comigo no tusca 🥰🥰🥰,
382,𝓓𝓮𝓫𝓼 🩰,,2022-09-21 16:58:48+00:00,nunca vou ter o gostinho de mandar a federal tmnc no Tusca pq só passo na USP se a porta estiver aberta e ngm me ver entrando,
383,amanda,,2022-09-21 16:49:59+00:00,RT @_Vitasso: off de roles universitários até o tusca,
384,Zikinha,Pineapple,2022-09-21 16:39:43+00:00,"@juju_jubizinha Calma, a f1 é de manhã e vc pode f1 no tusca tbm",
385,Maria Panato,,2022-09-21 16:30:57+00:00,"@ruitter11 @dudacarrusca e vocês reclamando do preço do tusca, odeio vcs",
386,mc paiva,,2022-09-21 16:17:00+00:00,sera que vão me matar se eu vender o ju pra ir@no tusca dnv,
387,Lorota,,2022-09-21 15:48:59+00:00,simplesmente ludmilla no tusca é a única coisa que vai me fazer feliz novamente obrigada deus pelos mimos pra essa pobre vagabunda aqui,
388,𝐕𝐈𝐂𝐓𝐎𝐑 𝐇𝐔𝐆𝐎,+5511,2022-09-21 15:46:54+00:00,off de roles universitários até o tusca,
389,Doiscá,,2022-09-21 15:42:53+00:00,"Eu juro que se eu sobreviver pós esse Tusca, eu estou pronta pra qualquer coisa, pq que surto coletivo vai ser show de tudo aquilo de gente FODA no TUSCA!",
390,lelê,"São Paulo, Brasil",2022-09-21 15:38:27+00:00,tusca vai ser absurdo que issoooo,
391,oʇıʞɔıu ❁,,2022-09-21 15:16:40+00:00,@guerraluucas Gritar essa parte no Tusca no show da Pitty,
